LogId,Node,Component,State,Time,Flag,Content
134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973)
2568643,node-70,action,start,1074119817,1,clusterAddMember  (command 1902)
2571927,node-28,action,start,1074125371,1,risBoot  (command 1903)
2572286,node-17,action,start,1074126278,1,bootGenvmunix  (command 1903)
2575909,node-162,action,start,1074178193,1,boot  (command 1911)
2601401,node-184,action,start,1074298390,1,wait  (command 1975)
2608062,node-238,action,start,1074461014,1,halt  (command 1982)
2566692,1897,boot_cmd,success,1073991950,1,Command has completed successfully
2599204,1971,boot_cmd,new,1074297378,1,Targeting domains:node-D3 and nodes:node-[104-127] child of command 1963
70088,2206,shutdown_cmd,new,1077059790,1,Targeting domains:node-D7 and nodes:node-[224\ 228\ 232]
451683,3223,boot_cmd,new,1098825780,1,Targeting domains:node-D0 and nodes:node-0
38390,3344,boot_cmd,new,1104070308,1,Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191]
51338,node-3,node,psu,1106496000,1,psu failure\ ambient=28
147394,Interconnect-0N00,switch_module,temphigh,1129812510,1,Temperature (41C) exceeds warning threshold
2594656,node-D0,clusterfilesystem,clusterfilesystem.no_server,1074279038,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage234
365140,node-69,unix.hw,net.niff.down,1085075228,1,NIFF: node node-69 detected a failed network connection on network 5.5.224.0 via interface alt0
180537,node-D0,clusterfilesystem,fdmn.panic,1131228351,1,ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442
268543,Interconnect-0N00,switch_module,fan,1119372267,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 )
380336,Interconnect-0N00,switch_module,fan,1141884709,1,Fan speeds ( 3534 3534 3375 **** 3497 3479 )
27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem
30700,Interconnect-1T00,switch_module,bcast-error,1076189965,1,Link error
285855,Interconnect-1T00,switch_module,bcast-error,1080298218,1,Link in reset
26281,Interconnect-0T00,switch_module,bcast-error,1124878893,1,Link error on broadcast tree Interconnect-0T00:00:2:1
191911,node-D4,clusterfilesystem,fdmn.full,1077949575,1,ServerFileSystem: ServerFileSystem domain root14_local is full
2558879,node-D3,clusterfilesystem,clusterfilesystem.not_served,1073126274,1,ClusterFileSystem: ServerFileSystem domain cluster_root_backup is no longer served by node node-96
2286759,full,partition,status,1061219795,-1,running
2274013,full,partition,status,1060340885,-1,running
2556866,full,partition,status,1072881064,1,running
2279427,full,partition,status,1060773635,-1,running
2279283,full,partition,status,1060744865,-1,running
2273811,full,partition,status,1060324505,-1,running
2272849,full,partition,status,1060239078,-1,running
2561542,full,partition,status,1073427660,1,blocked
2561161,full,partition,status,1073359530,1,blocked
2313012,full,partition,status,1061552195,-1,running
2277349,full,partition,status,1060507389,-1,running
2567354,node-147,node,status,1074098611,1,not responding
2567534,node-97,node,status,1074098640,1,configured out
2579921,node-140,node,status,1074216940,1,running
2579951,node-170,node,status,1074216940,1,running
2580020,node-239,node,status,1074216940,1,running
2590658,node-123,node,status,1074262967,1,running
2287804,full,partition,status,1061267556,-1,running
2271403,full,partition,status,1060163570,-1,running
2608517,full,partition,status,1074462770,1,running
2590751,node-216,node,status,1074262967,1,running
2599698,node-D5,domain,status,1074297720,1,inconsistent nodesets node-160 0x0001edfe <ok> node-161 0x1001fdfe <ok> node-162 0x1001fdfe <ok> node-163 0x1001fdfe <ok>
2601823,node-49,node,status,1074298784,1,running
2601830,node-56,node,status,1074298784,1,running
2601896,node-122,node,status,1074298784,0,running
2601953,node-144,node,status,1074299123,1,running
2602004,node-195,node,status,1074299123,1,running
41982,node-202,node,status,1076539387,1,running
41798,node-17,node,status,1076539387,1,running
44677,node-112,node,status,1076542145,1,running
45685,node-109,node,status,1076544000,1,active
47913,node-163,node,status,1076619203,1,running
47952,node-202,node,status,1076619203,1,running
76769,node-61,node,status,1077207138,1,running
114954,node-206,node,status,1077744705,1,running
114862,node-114,node,status,1077744705,1,running
100048,node-215,node,status,1077649605,1,running
160937,node-D1,domain,status,1077875820,1,inconsistent nodesets node-32 0x00000002 <ok> node-34 0x000001fe <ok> node-33 0x000001fe <ok> node-35 0x000001fe <ok>
178780,node-147,node,status,1077897241,0,running
178781,node-148,node,status,1077897241,1,running
219135,node-99,node,status,1078470966,1,running
219117,node-81,node,status,1078470966,1,running
200920,node-165,node,status,1078122733,1,running
264741,node-209,node,status,1079261513,0,running
264395,node-196,node,status,1079255686,1,active
264038,full,partition,status,1079249252,1,running
263641,full,partition,status,1079248586,1,running
263068,node-173,node,status,1079245564,1,running
262650,node-139,node,status,1079243475,1,running
262432,full,partition,status,1079241153,1,running
261973,full,partition,status,1079220450,1,blocked
261582,node-161,node,status,1079216417,1,running
260233,node-166,node,status,1079127020,1,running
260225,node-254,node,status,1079127019,1,running
260158,node-155,node,status,1079127017,1,running
259819,node-212,node,status,1079111625,1,running
259458,node-30,node,status,1079081093,1,running
250426,node-250,node,status,1079054309,1,running
250337,node-161,node,status,1079054308,1,running
239558,node-164,node,status,1079019273,1,running
239458,node-64,node,status,1079019273,1,running
277642,node-165,node,status,1079618688,1,running
277686,node-209,node,status,1079618688,1,running
284353,node-23,node,status,1080145602,1,running
284195,full,partition,status,1080133799,1,running
277540,node-119,node,status,1079618410,0,running
277540,node-119,node,status,1079618410,0,running
277545,node-124,node,status,1079618410,0,running
300968,full,partition,status,1081932726,1,running
310009,node-13,node,status,1082040658,1,running
329774,node-235,node,status,1083207608,0,running
329596,node-57,node,status,1083207607,1,running
316706,node-90,node,status,1082894753,1,running
340207,node-245,node,status,1083317700,0,running
329646,node-107,node,status,1083207607,0,running
340120,node-158,node,status,1083317700,0,running
340209,node-247,node,status,1083317700,0,running
366141,node-95,node,status,1085078720,1,running
366113,node-67,node,status,1085078720,1,running
371329,full,partition,status,1085797473,1,running
370250,full,partition,status,1085689890,1,blocked
369970,full,partition,status,1085682780,1,blocked
369300,node-79,node,status,1085569402,1,running
369186,node-168,node,status,1085568282,0,running
379999,node-231,node,status,1086028827,0,running
379995,node-227,node,status,1086028827,0,running
379993,node-225,node,status,1086028827,0,running
379872,node-103,node,status,1086028827,0,running
379859,node-90,node,status,1086028826,1,running
371602,node--tc6,tserver,status,1085921002,1,not-responding
379912,node-144,node,status,1086028827,0,running
386689,full,partition,status,1087478923,1,running
386783,node-224,node,status,1087499940,1,active
392804,node-41,node,status,1088023736,0,running
392696,node-126,node,status,1088023734,0,running
392653,node-51,node,status,1088023733,1,running
392736,node-198,node,status,1088023734,0,running
392729,node-159,node,status,1088023734,0,running
392693,node-123,node,status,1088023734,0,running
398501,node-235,node,status,1089811825,1,running
410509,node-221,node,status,1091255504,1,running
413605,node-154,node,status,1092321126,1,running
413350,node-41,node,status,1092320602,1,running
416005,full,partition,status,1092949734,1,running
418211,node-D0,domain,status,1093628640,1,inconsistent nodesets node-1 0x000001fc <ok> node-2 0x000001fc <ok> node-7 0x000001fc <ok> node-4 0x000001fc <ok> node-6 0x000001fc <ok> node-5 0x000001fc <ok> node-3 0x000001fc <ok> node-14 0x0003fdfc <ok> node-13 0x0003fdfc <ok> node-12 0x0003fdfc <ok> node-10 0x0003fdfc <ok> node-16 0x0003fdfc <ok> node-15 0x0003fdfc <ok>
417113,full,partition,status,1093473150,1,blocked
421363,full,partition,status,1094571984,1,running
421349,node-18,node,status,1094571950,1,running
432939,node-254,node,status,1095349520,0,running
425174,node-109,node,status,1095341304,1,running
425071,node-174,node,status,1095341277,1,active
432838,node-153,node,status,1095349520,0,running
432843,node-158,node,status,1095349520,1,running
448690,node-48,node,status,1098394861,1,running
449708,full,partition,status,1098490050,1,blocked
453178,full,partition,status,1098987334,1,running
448744,node-102,node,status,1098394861,0,running
24011,node-77,node,status,1100788549,1,running
24024,node-90,node,status,1100788549,1,running
24139,node-205,node,status,1100788549,0,running
30351,full,partition,status,1102218393,1,running
24181,node-247,node,status,1100788549,1,running
32980,node-26,node,status,1102476182,1,running
41359,full,partition,status,1104950640,1,blocked
56392,node-224,node,status,1107904598,1,running
73494,node-29,node,status,1108652943,1,running
73690,node-165,node,status,1108653007,1,running
77384,node-233,node,status,1108744158,1,running
84322,full,partition,status,1109007900,1,blocked
97235,full,partition,status,1110138244,1,running
117663,node-151,node,status,1111074926,0,running
117632,node-120,node,status,1111074926,0,running
117588,node-76,node,status,1111074926,1,running
117564,node-52,node,status,1111074926,1,running
138134,node-73,node,status,1111869296,1,running
117751,node-239,node,status,1111074926,1,running
117724,node-212,node,status,1111074926,1,running
141504,node-104,node,status,1112420952,1,running
140900,node-239,node,status,1112389915,0,running
140676,full,partition,status,1112346856,1,starting
169348,node-35,node,status,1114098974,1,running
216915,node-113,node,status,1116619994,1,running
216956,node-154,node,status,1116619994,1,running
277298,full,partition,status,1120076193,1,running
284996,node-191,node,status,1120682568,1,running
284668,full,partition,status,1120680810,1,blocked
846,node-95,node,status,1123709833,1,running
923,node-172,node,status,1123709833,1,running
1004,node-253,node,status,1123709833,1,running
14730,node-172,node,status,1124378018,1,running
26628,full,partition,status,1124999460,1,blocked
46680,node-126,node,status,1126168979,1,running
46615,node-181,node,status,1126168951,1,running
56225,node-74,node,status,1126814969,1,running
58843,full,partition,status,1126818053,1,closing
56256,node-105,node,status,1126814969,0,running
56261,node-110,node,status,1126814969,0,running
56327,node-175,node,status,1126814970,0,running
89931,full,partition,status,1128014704,1,running
98836,node-83,node,status,1128237754,1,running
56298,node-146,node,status,1126814970,0,running
56335,node-183,node,status,1126814970,0,running
56329,node-177,node,status,1126814970,0,running
56404,node-254,node,status,1126814970,0,running
116947,node-202,node,status,1128899526,1,running
56349,node-198,node,status,1126814970,1,running
168084,full,partition,status,1131032850,1,blocked
197110,node-253,node,status,1131247704,1,running
205095,full,partition,status,1131530296,1,running
204732,node-44,node,status,1131527920,1,active
260401,full,partition,status,1133290901,1,running
46105,full,partition,status,1126164412,-1,running
274783,full,partition,status,1133702160,1,blocked
285000,node-11,node,status,1134656644,1,running
290042,node-183,node,status,1134672259,1,running
289977,node-127,node,status,1134672205,0,running
309872,full,partition,status,1135802130,1,blocked
378400,node-232,node,status,1141679919,0,running
378260,node-92,node,status,1141679919,1,running
378195,node-27,node,status,1141679919,1,running
401242,node-145,node,status,1142533309,0,running
401248,node-151,node,status,1142533309,0,running
401202,node-104,node,status,1142533309,0,running
415345,node-D0,domain,status,1142942280,1,inconsistent nodesets node-31 0x1fffffffe <ok> node-0 0xfffffffe <ok> node-1 0xfffffffe <ok> node-2 0xfffffffe <ok> node-30 0xfffffffe <ok>
401232,node-135,node,status,1142533309,1,running
454307,full,partition,status,1145174910,1,blocked
451133,node-130,node,status,1144858896,1,running
463655,node-135,node,status,1145554526,0,running
463680,node-160,node,status,1145554526,0,running
463769,node-249,node,status,1145554526,0,running
463684,node-164,node,status,1145554526,0,running
2559971,gige7,gige,temperature,1073151998,1,normal
2552510,gige7,gige,temperature,1072553474,1,normal
2556843,gige5,gige,temperature,1072878243,1,warning
2555058,gige7,gige,temperature,1072734978,1,normal
2554674,gige7,gige,temperature,1072671675,1,normal
2554666,gige5,gige,temperature,1072670036,1,warning
2552992,node-212,node,temperature,1072633140,1,ambient=30
2563073,gige7,gige,temperature,1073610711,1,normal
2562762,node-232,node,temperature,1073579610,1,ambient=30
2562656,gige7,gige,temperature,1073561505,1,normal
2561340,gige7,gige,temperature,1073394404,1,normal
2561239,gige4,gige,temperature,1073375350,1,critical
2566893,gige7,gige,temperature,1074020818,1,normal
2565183,gige7,gige,temperature,1073933218,1,normal
2585341,gige7,gige,temperature,1074234092,1,critical
2615431,gige7,gige,temperature,1074848953,1,normal
2614737,node-166,node,temperature,1074776943,1,ambient=31
2614640,gige7,gige,temperature,1074755051,1,normal
2613815,gige5,gige,temperature,1074625028,1,normal
2594414,node-239,node,temperature,1074274436,1,ambient=30
2594419,node-235,node,temperature,1074274436,1,ambient=29
19801,gige7,gige,temperature,1076047551,1,normal
40754,node-172,node,temperature,1076538724,1,ambient=26
35006,node-238,node,temperature,1076506869,1,ambient=30
34905,gige7,gige,temperature,1076493252,1,warning
31923,gige4,gige,temperature,1076386562,1,critical
31128,gige7,gige,temperature,1076272557,1,normal
46581,node-117,node,temperature,1076546891,1,ambient=32
48065,node-41,node,temperature,1076619404,1,ambient=29
48312,gige7,gige,temperature,1076650230,1,normal
80683,node-198,node,temperature,1077307801,1,ambient=33
80531,node-174,node,temperature,1077300930,1,ambient=28
77270,node-166,node,temperature,1077215565,1,ambient=31
76723,node-55,node,temperature,1077205904,1,ambient=33
74418,gige7,gige,temperature,1077159058,1,normal
69858,gige7,gige,temperature,1077042957,1,warning
69672,gige7,gige,temperature,1077015055,1,warning
69378,gige7,gige,temperature,1076961352,1,warning
61851,node-60,node,temperature,1076866153,1,ambient=31
86744,gige7,gige,temperature,1077371471,1,warning
87515,gige7,gige,temperature,1077440772,1,normal
94825,node-45,node,temperature,1077647048,1,ambient=30
90542,node-157,node,temperature,1077630300,1,ambient=30
88946,gige7,gige,temperature,1077576377,1,normal
88671,node-148,node,temperature,1077556261,1,ambient=31
87831,gige2,gige,temperature,1077480553,1,warning
87693,gige4,gige,temperature,1077462433,1,warning
198942,gige5,gige,temperature,1078030594,1,normal
225213,gige7,gige,temperature,1078547960,1,warning
225104,gige7,gige,temperature,1078536860,1,normal
224786,node-158,node,temperature,1078514733,1,ambient=31
224581,gige7,gige,temperature,1078508057,1,warning
217618,node-20,node,temperature,1078468448,1,ambient=26
217370,node-54,node,temperature,1078468284,1,ambient=31
206594,gige7,gige,temperature,1078407820,1,normal
204767,gige7,gige,temperature,1078361621,1,warning
203383,gige6,gige,temperature,1078197816,1,normal
201365,node-74,node,temperature,1078160650,1,ambient=29
199616,gige5,gige,temperature,1078110095,1,warning
199198,gige7,gige,temperature,1078057114,1,warning
261378,gige7,gige,temperature,1079210977,1,warning
239708,node-14,node,temperature,1079019604,1,ambient=27
234084,node-240,node,temperature,1079013507,1,ambient=30
229917,node-20,node,temperature,1078979550,1,ambient=26
227358,gige7,gige,temperature,1078816469,1,warning
226272,gige7,gige,temperature,1078672165,1,warning
285818,gige7,gige,temperature,1080291435,1,normal
284101,gige7,gige,temperature,1080110219,1,warning
283501,gige6,gige,temperature,1080058332,1,normal
289816,gige7,gige,temperature,1080845907,1,normal
287985,gige7,gige,temperature,1080628083,1,normal
287951,gige7,gige,temperature,1080622682,1,normal
287022,gige7,gige,temperature,1080493066,1,warning
295921,gige7,gige,temperature,1081524579,1,warning
295528,gige7,gige,temperature,1081463375,1,normal
301157,gige7,gige,temperature,1081959922,1,warning
300050,gige7,gige,temperature,1081830909,1,normal
298512,gige7,gige,temperature,1081791006,1,normal
297326,gige7,gige,temperature,1081684787,1,normal
309472,node-30,node,temperature,1082039149,1,ambient=34
314590,gige7,gige,temperature,1082202403,1,warning
316541,gige7,gige,temperature,1082824335,1,warning
316533,gige7,gige,temperature,1082819535,1,normal
316105,gige7,gige,temperature,1082742429,1,warning
315684,gige7,gige,temperature,1082629326,1,normal
330049,gige7,gige,temperature,1083231744,1,warning
329889,node-217,node,temperature,1083208215,1,ambient=31
316991,gige7,gige,temperature,1083025647,1,normal
340621,gige7,gige,temperature,1083424951,1,warning
342541,gige7,gige,temperature,1083973367,1,warning
342400,gige7,gige,temperature,1083930762,1,warning
342193,node-244,node,temperature,1083879601,1,ambient=32
341967,gige7,gige,temperature,1083844658,1,normal
341924,node-237,node,temperature,1083831510,1,ambient=33
341629,gige7,gige,temperature,1083744155,1,warning
341358,gige7,gige,temperature,1083688955,1,warning
341168,gige7,gige,temperature,1083639753,1,warning
340799,gige7,gige,temperature,1083522751,1,warning
350670,node-240,node,temperature,1084653390,1,ambient=35
350386,node-234,node,temperature,1084631343,1,ambient=31
350295,node-239,node,temperature,1084629363,1,ambient=31
350242,node-108,node,temperature,1084626810,1,ambient=31
350134,node-109,node,temperature,1084621410,1,ambient=30
349094,node-111,node,temperature,1084529940,1,ambient=31
348979,node-112,node,temperature,1084518061,1,ambient=29
348683,gige7,gige,temperature,1084476183,1,warning
346095,gige7,gige,temperature,1084427882,1,normal
346052,node-137,node,temperature,1084418581,1,ambient=26
346034,gige7,gige,temperature,1084413482,1,normal
345974,gige6,gige,temperature,1084380782,1,warning
345944,gige6,gige,temperature,1084370883,1,normal
345634,node-237,node,temperature,1084314360,1,ambient=33
367104,gige7,gige,temperature,1085206086,1,normal
371489,node-237,node,temperature,1085883660,1,ambient=31
371437,gige7,gige,temperature,1085855902,1,warning
369384,gige4,gige,temperature,1085598845,1,critical
383080,node-239,node,temperature,1086491940,1,ambient=34
382894,node-238,node,temperature,1086438690,1,ambient=35
381787,node-111,node,temperature,1086206761,1,ambient=30
381569,gige4,gige,temperature,1086197563,1,warning
381210,node-166,node,temperature,1086194970,1,ambient=35
381139,node-16,node,temperature,1086194820,1,ambient=33
380887,node-247,node,temperature,1086178590,1,ambient=33
380233,gige7,gige,temperature,1086096701,1,normal
376418,node-47,node,temperature,1086025702,1,ambient=30
376386,node-105,node,temperature,1086025689,1,ambient=28
375624,node-194,node,temperature,1086025505,1,ambient=27
374004,gige4,gige,temperature,1085997759,1,warning
372299,gige6,gige,temperature,1085939607,1,warning
385237,gige3,gige,temperature,1086927360,1,normal
385089,gige3,gige,temperature,1086882060,1,normal
384693,gige7,gige,temperature,1086805621,1,warning
384641,node-225,node,temperature,1086794700,1,ambient=32
384130,node-239,node,temperature,1086699270,1,ambient=31
383593,node-238,node,temperature,1086602640,1,ambient=35
383318,node-108,node,temperature,1086543570,1,ambient=32
386596,node-20,node,temperature,1087478914,1,ambient=28
386775,gige7,gige,temperature,1087499233,1,warning
387324,node-225,node,temperature,1087501911,1,ambient=30
391092,gige7,gige,temperature,1087643842,1,normal
391300,gige6,gige,temperature,1087728445,1,warning
393242,gige7,gige,temperature,1088265456,1,normal
392859,gige7,gige,temperature,1088038353,1,normal
392847,gige7,gige,temperature,1088034153,1,normal
391811,gige7,gige,temperature,1087867648,1,normal
391646,node-234,node,temperature,1087853310,1,ambient=31
395148,gige7,gige,temperature,1088937476,1,normal
394089,node-188,node,temperature,1088608620,1,ambient=31
393440,gige7,gige,temperature,1088371359,1,warning
396477,gige7,gige,temperature,1089388091,1,normal
395945,gige5,gige,temperature,1089210393,1,warning
395216,gige5,gige,temperature,1088965285,1,warning
395178,gige6,gige,temperature,1088948576,1,warning
407464,gige7,gige,temperature,1090176813,1,warning
409366,node-212,node,temperature,1091251446,1,ambient=29
409190,gige7,gige,temperature,1091231048,1,warning
409063,gige6,gige,temperature,1091154558,1,normal
408905,gige7,gige,temperature,1091074742,1,warning
408669,gige6,gige,temperature,1090924449,1,warning
411736,gige7,gige,temperature,1091851474,1,normal
410909,gige7,gige,temperature,1091423054,1,normal
415132,gige7,gige,temperature,1092507298,1,warning
416347,gige6,gige,temperature,1093125020,1,normal
416032,gige7,gige,temperature,1092958814,1,warning
415725,gige7,gige,temperature,1092870612,1,normal
415585,gige7,gige,temperature,1092794408,1,normal
415440,gige7,gige,temperature,1092718806,1,normal
415407,gige7,gige,temperature,1092699905,1,warning
415297,gige7,gige,temperature,1092632401,1,warning
415274,gige7,gige,temperature,1092610501,1,normal
417446,gige7,gige,temperature,1093560329,1,normal
417398,gige7,gige,temperature,1093553730,1,warning
417284,gige7,gige,temperature,1093529428,1,warning
419465,gige7,gige,temperature,1093902333,1,warning
419403,gige7,gige,temperature,1093856733,1,warning
422863,node-11,node,temperature,1094755801,1,ambient=29
421827,gige7,gige,temperature,1094640341,1,normal
420523,gige7,gige,temperature,1094479239,1,normal
431406,node-108,node,temperature,1095349170,1,ambient=30
429727,node-153,node,temperature,1095347103,1,ambient=30
425381,node-154,node,temperature,1095341774,1,ambient=33
433158,node-132,node,temperature,1095352261,1,ambient=32
433405,gige7,gige,temperature,1095412800,1,normal
433626,node-167,node,temperature,1095486301,1,ambient=27
433841,gige7,gige,temperature,1095539107,1,warning
435317,gige7,gige,temperature,1096178141,1,normal
435259,gige7,gige,temperature,1096137336,1,normal
435206,node-41,node,temperature,1096130881,1,ambient=32
434839,gige5,gige,temperature,1095964227,1,normal
434251,gige7,gige,temperature,1095742219,1,warning
434198,node-93,node,temperature,1095712050,1,ambient=33
434077,gige7,gige,temperature,1095656714,1,warning
434057,gige7,gige,temperature,1095644114,1,normal
436643,gige6,gige,temperature,1096581363,1,normal
436603,gige7,gige,temperature,1096548961,1,normal
436574,gige7,gige,temperature,1096527660,1,warning
436113,node-22,node,temperature,1096388010,1,ambient=29
440293,gige7,gige,temperature,1098009695,1,warning
439731,gige7,gige,temperature,1097861497,1,warning
439698,gige4,gige,temperature,1097832089,1,normal
439070,gige7,gige,temperature,1097642792,1,warning
453662,node-127,node,temperature,1099084141,1,ambient=32
453378,node-111,node,temperature,1099068271,1,ambient=29
453317,gige7,gige,temperature,1099041896,1,normal
453176,node-53,node,temperature,1098987302,1,ambient=36
452826,node-206,node,temperature,1098903930,1,ambient=29
452434,node-203,node,temperature,1098866010,1,ambient=30
451528,gige7,gige,temperature,1098821990,1,warning
451472,node-246,node,temperature,1098818850,1,ambient=29
456184,gige7,gige,temperature,1099776905,1,normal
455679,node-122,node,temperature,1099504413,1,ambient=32
455240,node-10,node,temperature,1099408230,1,ambient=30
455088,node-111,node,temperature,1099356810,1,ambient=32
455065,node-113,node,temperature,1099355101,1,ambient=30
455027,node-93,node,temperature,1099354051,1,ambient=33
455001,node-107,node,temperature,1099351950,1,ambient=31
454698,gige5,gige,temperature,1099335170,1,normal
454690,node-153,node,temperature,1099334221,1,ambient=33
457137,gige7,gige,temperature,1100184616,1,normal
456744,node-133,node,temperature,1100077083,1,ambient=33
24290,node-213,node,temperature,1100796480,1,ambient=31
24877,node-255,node,temperature,1100880930,1,ambient=33
25358,gige4,gige,temperature,1100910194,1,critical
25493,gige6,gige,temperature,1100956034,1,normal
26895,node-36,node,temperature,1101549755,1,ambient=27
26727,gige7,gige,temperature,1101454038,1,normal
26462,node-255,node,temperature,1101295260,1,ambient=33
26313,gige3,gige,temperature,1101216972,1,normal
26135,node-43,node,temperature,1101154260,1,ambient=33
28128,gige7,gige,temperature,1102067235,1,normal
27901,gige7,gige,temperature,1101934034,1,warning
27802,gige7,gige,temperature,1101859333,1,normal
27654,gige6,gige,temperature,1101803531,1,warning
27294,gige5,gige,temperature,1101737723,1,normal
34281,node-115,node,temperature,1102771261,1,ambient=29
33709,node-255,node,temperature,1102628970,1,ambient=33
33505,node-255,node,temperature,1102575540,1,ambient=36
33189,node-244,node,temperature,1102493340,1,ambient=30
33160,gige7,gige,temperature,1102486347,1,normal
33137,gige6,gige,temperature,1102480648,1,warning
31458,gige7,gige,temperature,1102388245,1,warning
31380,node-230,node,temperature,1102354830,1,ambient=28
31352,node-235,node,temperature,1102353540,1,ambient=26
30505,gige3,gige,temperature,1102334781,1,warning
30504,gige5,gige,temperature,1102331115,1,normal
35981,node-10,node,temperature,1103220120,1,ambient=29
36262,gige4,gige,temperature,1103307514,1,normal
37165,node-86,node,temperature,1103662741,1,ambient=25
