Time,Component,Pid,Content,EventId
20171223-22:15:29:606,Step_LSC,30002312,onStandStepChanged 3579,93067dc4
20171223-22:15:29:615,Step_LSC,30002312,onExtend:1514038530000 14 0 4,3e662616
20171223-22:15:29:633,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,252628f5
20171223-22:15:29:635,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,b0190ab5
20171223-22:15:29:635,Step_StandStepCounter,30002312,flush sensor data,b8f897f8
20171223-22:15:29:635,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##6993##548365##8661##12266##27164404,e0a83abb
20171223-22:15:29:636,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7007##548365##8661##12361##27173954,a61adff4
20171223-22:15:29:645,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126775,9300ea38
20171223-22:15:29:648,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,cbcd504a
20171223-22:15:29:649,Step_StandReportReceiver,30002312,REPORT : 7007 5002 150089 240,5cdf7db4
20171223-22:15:29:950,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7008##548365##8661##12456##27174269,8b4aebf1
20171223-22:15:30:632,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7009##548365##8661##12551##27174951,2f354e84
20171223-22:15:31:143,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7011##548365##8661##12646##27175461,0eff0698
20171223-22:15:32:147,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7012##548365##8661##12741##27176464,fa67cd9f
20171223-22:15:32:648,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7013##548365##8661##12836##27176966,b79a01c7
20171223-22:15:33:144,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7014##548365##8661##12931##27177463,e6723eaa
20171223-22:15:33:644,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7015##548365##8661##13026##27177962,a7a2ad5b
20171223-22:15:35:12,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13121##27179330,441b824d
20171223-22:15:35:23,Step_ScreenUtil,30002312,isScreenOn true,03a21551
20171223-22:15:35:23,Step_StandReportReceiver,30002312,"screen status unknown,think screen on",ffb006b5
20171223-22:15:35:98,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13216##27179417,f6c76fb8
20171223-22:15:35:413,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7018##548365##8661##13311##27179732,5ed39ecc
20171223-22:15:36:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468,c7cd2259
20171223-22:15:36:657,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976,ee50d75f
20171223-22:15:37:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971,79972429
20171223-22:15:38:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468,0dd728a7
20171223-22:15:38:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973,c2864c0d
20171223-22:15:39:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,c3fa669a
20171223-22:15:39:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,2e8c2dfa
20171223-22:15:40:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,530ac75a
20171223-22:15:41:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,feee0827
20171223-22:15:41:658,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977,6621ffba
20171223-22:15:42:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469,55e1e479
20171223-22:15:43:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468,e8591fbb
20171223-22:15:43:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968,25fc5903
20171223-22:15:44:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7032##548365##8661##14641##27188471,11b8eab9
20171223-22:15:45:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469,3540dbd8
20171223-22:15:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969,c5f34138
20171223-22:15:46:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469,6421317f
20171223-22:15:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7036##548365##8661##15021##27190970,02d29f24
20171223-22:15:47:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7037##548365##8661##15116##27191969,1a599fea
20171223-22:15:48:159,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7038##548365##8661##15211##27192478,1c06eca7
20171223-22:15:48:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7039##548365##8661##15306##27192971,6dc04569
20171223-22:15:49:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7040##548365##8661##15401##27193971,2e5d5591
20171223-22:15:50:161,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7041##548365##8661##15496##27194480,6635193f
20171223-22:15:51:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7042##548365##8661##15591##27195470,2dc093d5
20171223-22:15:52:161,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7044##548365##8661##15686##27196480,0da5c16c
20171223-22:15:52:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7045##548365##8661##15781##27196970,94574c83
20171223-22:15:53:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7047##548365##8661##15876##27197972,4c0a0c49
20171223-22:15:54:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7048##548365##8661##15971##27198970,ab4d2713
20171223-22:15:55:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7050##548365##8661##16066##27199969,1545ee7d
20171223-22:15:56:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7052##548365##8661##16161##27200470,093bd3bc
20171223-22:15:58:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7053##548365##8661##16256##27202475,3a89c991
20171223-22:16:0:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038500000##7054##548458##8661##16256##27204469,220c6d5d
20171223-22:16:0:859,Step_LSC,30002312,onExtend:1514038561000 0 0 0,3e662616
20171223-22:16:1:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038500000##7054##548551##8661##16256##27205469,a536e5e4
20171223-22:17:18:864,Step_LSC,30002312,onExtend:1514038639000 0 0 4,3e662616
20171223-22:17:19:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7054##548552##8661##16256##27283470,16e3a3ff
20171223-22:17:20:358,Step_LSC,30002312,onExtend:1514038641000 2 0 4,3e662616
20171223-22:17:20:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7056##548553##8661##16256##27284971,96a56840
20171223-22:17:20:859,Step_LSC,30002312,onExtend:1514038641000 2 0 4,3e662616
20171223-22:17:21:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7058##548554##8661##16256##27285475,cf6d7626
20171223-22:17:21:353,Step_LSC,30002312,onExtend:1514038642000 2 0 4,3e662616
20171223-22:17:21:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7060##548555##8661##16256##27285968,e8eaba0f
20171223-22:17:21:859,Step_LSC,30002312,onExtend:1514038642000 2 0 4,3e662616
20171223-22:17:22:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7062##548556##8661##16256##27286470,6bec8724
20171223-22:17:22:363,Step_LSC,30002312,onExtend:1514038643000 2 0 4,3e662616
20171223-22:17:22:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7064##548557##8661##16256##27286970,560f79f4
20171223-22:17:22:859,Step_LSC,30002312,onExtend:1514038643000 2 0 4,3e662616
20171223-22:17:23:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7066##548558##8661##16256##27287469,7550903f
20171223-22:17:23:358,Step_LSC,30002312,onExtend:1514038644000 2 0 4,3e662616
20171223-22:17:23:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7068##548559##8661##16256##27287972,4295ca8c
20171223-22:17:23:861,Step_LSC,30002312,onExtend:1514038644000 2 0 4,3e662616
20171223-22:17:24:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7070##548560##8661##16256##27288471,b200aec0
20171223-22:17:24:359,Step_LSC,30002312,onExtend:1514038645000 1 0 4,3e662616
20171223-22:17:24:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7071##548561##8661##16256##27288973,d2d94e27
20171223-22:17:24:860,Step_LSC,30002312,onExtend:1514038645000 3 0 4,3e662616
20171223-22:17:25:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470,688c16fb
20171223-22:17:27:859,Step_LSC,30002312,onExtend:1514038648000 0 0 0,3e662616
20171223-22:17:28:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,54057645
20171223-22:17:44:869,Step_LSC,30002312,onExtend:1514038665000 1 0 4,3e662616
20171223-22:17:45:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,d5c26f88
20171223-22:17:45:366,Step_LSC,30002312,onExtend:1514038666000 2 0 4,3e662616
20171223-22:17:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,ba411c2a
20171223-22:17:45:856,Step_LSC,30002312,onExtend:1514038666000 2 0 4,3e662616
20171223-22:17:46:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,e2276a84
20171223-22:17:46:364,Step_LSC,30002312,onExtend:1514038667000 2 0 4,3e662616
20171223-22:17:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,0b17170a
20171223-22:17:46:858,Step_LSC,30002312,onExtend:1514038667000 2 0 4,3e662616
20171223-22:17:47:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,d4bbe308
20171223-22:17:47:366,Step_LSC,30002312,onExtend:1514038668000 1 0 4,3e662616
20171223-22:17:47:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,32a5d976
20171223-22:17:47:854,Step_LSC,30002312,onExtend:1514038668000 2 0 4,3e662616
20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,71c57d39
20171223-22:17:48:357,Step_LSC,30002312,onExtend:1514038669000 2 0 4,3e662616
20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,803158d8
20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,3e662616
20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,0cdc4275
20171223-22:17:49:358,Step_LSC,30002312,onExtend:1514038670000 2 0 4,3e662616
20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,d1f695c7
20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,3e662616
20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,41a51257
20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,3e662616
20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,85f105bd
20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,3e662616
20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,1862dbd2
20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,3e662616
20171223-22:17:51:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,5bf2aee4
20171223-22:17:51:854,Step_LSC,30002312,onExtend:1514038672000 2 0 4,3e662616
20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,1e5bef65
20171223-22:17:52:855,Step_LSC,30002312,onExtend:1514038673000 1 0 4,3e662616
20171223-22:17:53:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,c74d5c11
20171223-22:17:53:859,Step_LSC,30002312,onExtend:1514038674000 1 0 4,3e662616
20171223-22:17:54:153,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,50a2de27
20171223-22:17:54:864,Step_LSC,30002312,onExtend:1514038675000 1 0 4,3e662616
20171223-22:17:55:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,860d40b4
20171223-22:17:55:381,Step_LSC,30002312,onExtend:1514038676000 1 0 4,3e662616
20171223-22:17:55:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,6d5498e0
20171223-22:17:56:361,Step_LSC,30002312,onExtend:1514038677000 1 0 4,3e662616
20171223-22:17:56:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,38fbedd0
20171223-22:17:57:372,Step_LSC,30002312,onExtend:1514038678000 1 0 4,3e662616
20171223-22:17:57:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,542f6049
20171223-22:17:57:862,Step_LSC,30002312,onExtend:1514038678000 2 0 4,3e662616
20171223-22:17:58:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,99246e64
20171223-22:17:59:872,Step_LSC,30002312,onExtend:1514038680000 2 0 4,3e662616
20171223-22:18:0:159,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478,0a133f16
20171223-22:18:1:361,Step_LSC,30002312,onExtend:1514038682000 1 0 4,3e662616
20171223-22:18:1:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,7fe4dc5a
20171223-22:18:2:363,Step_LSC,30002312,onExtend:1514038683000 1 0 4,3e662616
20171223-22:18:2:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,5e7c652b
20171223-22:18:5:358,Step_LSC,30002312,onExtend:1514038686000 1 0 4,3e662616
20171223-22:18:5:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,862eefb7
20171223-22:18:5:854,Step_LSC,30002312,onExtend:1514038686000 0 0 0,3e662616
20171223-22:18:6:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,779cf8db
20171223-22:19:7:865,Step_LSC,30002312,onExtend:1514038748000 3 0 4,3e662616
20171223-22:19:8:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,52e43acf
20171223-22:19:8:365,Step_LSC,30002312,onExtend:1514038749000 5 0 4,3e662616
20171223-22:19:8:660,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978,3de974e4
20171223-22:19:8:862,Step_LSC,30002312,onExtend:1514038749000 2 0 4,3e662616
20171223-22:19:9:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470,f08d9d00
20171223-22:19:9:359,Step_LSC,30002312,onExtend:1514038750000 2 0 4,3e662616
20171223-22:19:9:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971,fab2955d
20171223-22:19:9:859,Step_LSC,30002312,onExtend:1514038750000 2 0 4,3e662616
20171223-22:19:10:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,e0b37ed5
20171223-22:19:10:362,Step_LSC,30002312,onExtend:1514038751000 2 0 4,3e662616
20171223-22:19:10:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,5a11b9a8
20171223-22:19:10:858,Step_LSC,30002312,onExtend:1514038751000 2 0 4,3e662616
20171223-22:19:11:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468,4a75944f
20171223-22:19:11:358,Step_LSC,30002312,onExtend:1514038752000 3 0 4,3e662616
20171223-22:19:11:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,8d0699ec
20171223-22:19:11:857,Step_LSC,30002312,onExtend:1514038752000 4 0 4,3e662616
20171223-22:19:12:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,1c2837a7
20171223-22:19:12:364,Step_LSC,30002312,onExtend:1514038753000 1 0 4,3e662616
20171223-22:19:12:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,751048d1
20171223-22:19:14:363,Step_LSC,30002312,onExtend:1514038755000 14 0 4,3e662616
20171223-22:19:14:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975,68db493b
20171223-22:19:15:858,Step_LSC,30002312,onExtend:1514038756000 0 0 0,3e662616
20171223-22:19:16:157,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548920##8661##16256##27400475,04f1ea7d
20171223-22:19:57:755,Step_LSC,30002312,onExtend:1514038756000 6 0 4,3e662616
20171223-22:19:57:763,Step_LSC,30002312,onExtend:1514038798000 0 0 4,3e662616
20171223-22:19:57:778,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7160##548925##8661##16256##27442097,d6bb1135
20171223-22:19:57:879,Step_LSC,30002312,onExtend:1514038798000 0 0 4,3e662616
20171223-22:19:58:97,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7160##548930##8661##16256##27442416,c339c432
20171223-22:19:58:363,Step_LSC,30002312,flushTempCacheToDB by stand,0635a938
20171223-22:19:58:366,Step_LSC,30002312,Alarm uploadStaticsToDB totalSteps=7163Calories:153367Floor:240Distance:5112,719fba2b
20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,writeDataToDB size 327,0da159ce
20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233975,0,93,0,20002",3996af7c
20171223-22:19:58:369,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,5fed72bf
20171223-22:19:58:371,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",824b3d7b
20171223-22:19:58:373,Step_LSC,30002312,onExtend:1514038799000 3 0 4,3e662616
20171223-22:19:58:375,HiH_HiHealthBinder,30002312,insertHiHealthData() checkAppType  0 appID = 1,c6841826
