Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:08:26.601,2931,INFO,nova.compute.manager,req-868a5460-dbb6-416b-b4c4-a98abae6c847 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Took 18.98 seconds to spawn the instance on the hypervisor.,c493e2bf
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:08:26.735,2931,INFO,nova.compute.manager,req-868a5460-dbb6-416b-b4c4-a98abae6c847 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Took 19.79 seconds to build instance.,b80d8e3e
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:08:34.741,2931,INFO,nova.virt.libvirt.driver,req-c00498e9-c4a0-4e46-b680-c8e4927369f7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Deleting instance files /var/lib/nova/instances/17288ea8-cbf4-4f0e-94fe-853fd2735f29_del,d62f463e
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:08:34.742,2931,INFO,nova.virt.libvirt.driver,req-c00498e9-c4a0-4e46-b680-c8e4927369f7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Deletion of /var/lib/nova/instances/17288ea8-cbf4-4f0e-94fe-853fd2735f29_del complete,671cfc57
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:08:35.420,2931,INFO,nova.compute.manager,req-c00498e9-c4a0-4e46-b680-c8e4927369f7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Took 0.57 seconds to deallocate network for instance.,434bb3e0
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:08:47.371,2931,INFO,nova.compute.claims,req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2fa1a466
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:08:47.372,2931,INFO,nova.compute.claims,req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Total memory: 64172 MB, used: 512.00 MB",3450d980
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:08:47.374,2931,INFO,nova.compute.claims,req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Total disk: 15 GB, used: 0.00 GB",35df0b1d
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:08:47.375,2931,INFO,nova.compute.claims,req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] disk limit not specified, defaulting to unlimited",fa780844
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:08:47.408,2931,INFO,nova.compute.claims,req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Claim successful,06b10101
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:01.018,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] VM Started (Lifecycle Event),49928322
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:01.203,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] During sync_power_state the instance has a pending task (spawning). Skip.,69e0d275
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:08.053,2931,INFO,nova.virt.libvirt.driver,-,[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Instance spawned successfully.,26a2596b
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:08.054,2931,INFO,nova.compute.manager,req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Took 20.05 seconds to spawn the instance on the hypervisor.,bb936264
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:08.188,2931,INFO,nova.compute.manager,req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Took 20.83 seconds to build instance.,f18a7643
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:16.762,2931,INFO,nova.virt.libvirt.driver,req-4df3e4ef-09e7-4806-a7e9-bbb5a052ab1b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Deleting instance files /var/lib/nova/instances/70c1714b-c11b-4c88-b300-239afe1f5ff8_del,e788dac3
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:16.764,2931,INFO,nova.virt.libvirt.driver,req-4df3e4ef-09e7-4806-a7e9-bbb5a052ab1b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Deletion of /var/lib/nova/instances/70c1714b-c11b-4c88-b300-239afe1f5ff8_del complete,32bb3099
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:17.347,2931,INFO,nova.compute.manager,req-4df3e4ef-09e7-4806-a7e9-bbb5a052ab1b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Took 0.47 seconds to deallocate network for instance.,cfe87090
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:29.271,2931,INFO,nova.compute.claims,req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",4e521c8a
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:29.272,2931,INFO,nova.compute.claims,req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Total memory: 64172 MB, used: 512.00 MB",e4964c70
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:29.273,2931,INFO,nova.compute.claims,req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Total disk: 15 GB, used: 0.00 GB",f20818cf
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:29.274,2931,INFO,nova.compute.claims,req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: bf8c824d-f099-4433-a41e-e3da7578262e] disk limit not specified, defaulting to unlimited",73baf3be
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:29.313,2931,INFO,nova.compute.claims,req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Claim successful,a9e920f2
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:41.850,2931,WARNING,nova.compute.manager,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"While synchronizing instance power states, found 1 instances in the database and 0 instances on the hypervisor.",7d8b6b51
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:43.328,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: bf8c824d-f099-4433-a41e-e3da7578262e] VM Started (Lifecycle Event),d96e2e5f
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:43.627,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: bf8c824d-f099-4433-a41e-e3da7578262e] During sync_power_state the instance has a pending task (spawning). Skip.,075c5795
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:49.429,2931,INFO,nova.virt.libvirt.driver,-,[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Instance spawned successfully.,96835e1e
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:49.429,2931,INFO,nova.compute.manager,req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Took 19.53 seconds to spawn the instance on the hypervisor.,4b2fa4d9
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:49.566,2931,INFO,nova.compute.manager,req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Took 20.31 seconds to build instance.,495bff78
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:58.622,2931,INFO,nova.virt.libvirt.driver,req-ea160a5d-14a4-4637-b413-119173854b09 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Deleting instance files /var/lib/nova/instances/bf8c824d-f099-4433-a41e-e3da7578262e_del,37db9f81
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:58.623,2931,INFO,nova.virt.libvirt.driver,req-ea160a5d-14a4-4637-b413-119173854b09 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Deletion of /var/lib/nova/instances/bf8c824d-f099-4433-a41e-e3da7578262e_del complete,b042d253
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:59.276,2931,INFO,nova.compute.manager,req-ea160a5d-14a4-4637-b413-119173854b09 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Took 0.53 seconds to deallocate network for instance.,8e826889
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:11.073,2931,INFO,nova.compute.claims,req-9118475d-6e72-48fa-9dee-e6b7d957dcd6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",0345bfba
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:11.074,2931,INFO,nova.compute.claims,req-9118475d-6e72-48fa-9dee-e6b7d957dcd6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Total memory: 64172 MB, used: 512.00 MB",aa6a0dfc
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:11.076,2931,INFO,nova.compute.claims,req-9118475d-6e72-48fa-9dee-e6b7d957dcd6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Total disk: 15 GB, used: 0.00 GB",5bcc22eb
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:11.076,2931,INFO,nova.compute.claims,req-9118475d-6e72-48fa-9dee-e6b7d957dcd6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] disk limit not specified, defaulting to unlimited",5ba8e464
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:11.111,2931,INFO,nova.compute.claims,req-9118475d-6e72-48fa-9dee-e6b7d957dcd6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Claim successful,26ee0d4a
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:24.241,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] VM Started (Lifecycle Event),74bc92a4
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:24.423,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] During sync_power_state the instance has a pending task (spawning). Skip.,6328e663
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:30.873,2931,INFO,nova.virt.libvirt.driver,-,[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Instance spawned successfully.,c95a92cf
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:30.874,2931,INFO,nova.compute.manager,req-9118475d-6e72-48fa-9dee-e6b7d957dcd6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Took 19.16 seconds to spawn the instance on the hypervisor.,2270220b
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:31.027,2931,INFO,nova.compute.manager,req-9118475d-6e72-48fa-9dee-e6b7d957dcd6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Took 19.97 seconds to build instance.,342be423
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:38.835,2931,INFO,nova.virt.libvirt.driver,req-d3ff0250-98e8-4ed4-945b-3a67bfe78507 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Deleting instance files /var/lib/nova/instances/be793e89-2cc3-4f99-9884-9c6a624a84bc_del,676b4301
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:38.836,2931,INFO,nova.virt.libvirt.driver,req-d3ff0250-98e8-4ed4-945b-3a67bfe78507 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Deletion of /var/lib/nova/instances/be793e89-2cc3-4f99-9884-9c6a624a84bc_del complete,f2a0815f
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:39.417,2931,INFO,nova.compute.manager,req-d3ff0250-98e8-4ed4-945b-3a67bfe78507 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Took 0.46 seconds to deallocate network for instance.,99089cfd
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:51.245,2931,INFO,nova.compute.claims,req-4b4dd551-26d8-48e2-bd52-91793d2157bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",1f67b845
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:51.246,2931,INFO,nova.compute.claims,req-4b4dd551-26d8-48e2-bd52-91793d2157bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Total memory: 64172 MB, used: 512.00 MB",ee9d3ed2
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:51.248,2931,INFO,nova.compute.claims,req-4b4dd551-26d8-48e2-bd52-91793d2157bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Total disk: 15 GB, used: 0.00 GB",9d10b4cf
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:51.249,2931,INFO,nova.compute.claims,req-4b4dd551-26d8-48e2-bd52-91793d2157bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] disk limit not specified, defaulting to unlimited",1ca2beca
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:10:51.280,2931,INFO,nova.compute.claims,req-4b4dd551-26d8-48e2-bd52-91793d2157bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Claim successful,419716e4
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:04.923,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] VM Started (Lifecycle Event),dcbf6918
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:05.111,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] During sync_power_state the instance has a pending task (spawning). Skip.,7c5e56de
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:12.170,2931,INFO,nova.virt.libvirt.driver,-,[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Instance spawned successfully.,ef7dfb13
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:12.171,2931,INFO,nova.compute.manager,req-4b4dd551-26d8-48e2-bd52-91793d2157bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Took 20.25 seconds to spawn the instance on the hypervisor.,2632c6ef
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:12.315,2931,INFO,nova.compute.manager,req-4b4dd551-26d8-48e2-bd52-91793d2157bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Took 21.08 seconds to build instance.,9a833d61
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:20.569,2931,INFO,nova.virt.libvirt.driver,req-5e0f9d3c-be64-4960-a107-d406900e0ea8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Deleting instance files /var/lib/nova/instances/a015cf14-84bb-4156-a48d-7c4824ac7a9d_del,7819da45
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:20.571,2931,INFO,nova.virt.libvirt.driver,req-5e0f9d3c-be64-4960-a107-d406900e0ea8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Deletion of /var/lib/nova/instances/a015cf14-84bb-4156-a48d-7c4824ac7a9d_del complete,34ec249b
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:21.269,2931,INFO,nova.compute.manager,req-5e0f9d3c-be64-4960-a107-d406900e0ea8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Took 0.57 seconds to deallocate network for instance.,09d29721
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:33.089,2931,INFO,nova.compute.claims,req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",779aa3e0
